mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz,risk_segmenti,viloyat_kredit_orni,churn_xavfi,ketib_qolish_xavfi,mijoz_qiymat_indeksi,mijoz_toifasi
UZB103171,Juraev Vali,Erkak,1992-02-01,34,25-34,Andijon,Shahrixon,998338000000.0,vali.juraev64@gmail.com,2023-10-29,34,O‘rta (1-3 yil),Orient Finans bank,Filial-017,SME,Oliy,Qurilish,Uylangan/Turmushga chiqqan,4365561,O‘rta (3-7 mln),548,O‘rta (500-649),2988619,Ha,36347541,Iste’mol krediti,22.1,48.0,17.3,Yo‘q,0,2,Ipoteка,Mastercard Gold,9,2403161,Faol,Ha,Ha,0.0,Raqamli,Past,Kutilmoqda,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),38,Faol / Sodiq,Faol / Sodiq,634050.27,Oltin (Tier 2)
UZB101847,Axmedov Jamshid,Erkak,1998-12-20,27,25-34,Andijon,Asaka,998938000000.0,jamshid.axmedo21@inbox.uz,2020-05-29,76,Uzoq muddatli (3+ yil),Asaka bank,Filial-002,SME,Oliy,Davlat xizmati,Uylangan/Turmushga chiqqan,11143597,Yuqori (7-15 mln),665,Yaxshi (650-749),4235484,Ha,35694544,Kredit kartasi,28.6,6.0,53.4,Ha,256141,3,Ipoteка,Visa Gold,10,2705353,Faol,Yo‘q,Ha,1.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Agent,Ha,Yuqori risk,39,Faol / Sodiq,Faol / Sodiq,1380240.96,Platina (Tier 1)
UZB103465,Aliyeva Hilola,Ayol,1983-03-03,43,35-44,Andijon,Shahrixon,998996000000.0,hilola.aliyev44@umail.uz,2021-01-06,68,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-067,Retail,O‘rta maxsus,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,5100006,O‘rta (3-7 mln),676,Yaxshi (650-749),5165880,Ha,35247257,Ipoteка,25.6,18.0,38.4,Ha,726309,2,Ipoteка,Visa Gold,18,4971650,Faol,Ha,Yo‘q,4.0,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Filial,Ha,O'rtacha risk,40,Faol / Sodiq,Faol / Sodiq,867727.6000000001,Oltin (Tier 2)
UZB100944,Aliyev Yusuf,Erkak,1983-04-07,43,35-44,Andijon,Andijon shahri,998945000000.0,yusuf.aliyev45@yandex.ru,2020-05-27,76,Uzoq muddatli (3+ yil),Universal bank,Filial-042,Corporate,O‘rta maxsus,Ishlab chiqarish,Uylangan/Turmushga chiqqan,6332404,O‘rta (3-7 mln),588,O‘rta (500-649),23277242,Ha,34472290,Avtokredit,30.6,6.0,90.7,Ha,15326703,1,Overdraft,Mastercard Standard,11,8245346,Faol,Ha,Yo‘q,4.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Agent,Ha,Yuqori risk,41,Faol / Sodiq,Faol / Sodiq,1962009.42,Platina (Tier 1)
UZB102672,Valiyeva Jamila,Ayol,1998-08-22,28,25-34,Andijon,Asaka,998956000000.0,jamila.valiye15@gmail.com,2025-02-13,18,O‘rta (1-3 yil),Anorbank,Filial-034,Mass,O‘rta maxsus,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,14804902,Yuqori (7-15 mln),526,O‘rta (500-649),892122,Ha,33087580,Ipoteка,31.1,36.0,6.2,Yo‘q,0,5,Plastik karta,Visa Gold,9,2269821,Faol,Ha,Yo‘q,2.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),42,Faol / Sodiq,Faol / Sodiq,1570492.7200000002,Platina (Tier 1)
UZB103532,Olimov Ibrohim,Erkak,2000-06-06,26,25-34,Andijon,Asaka,998939000000.0,ibrohim.olimov24@yandex.ru,2022-06-14,51,Uzoq muddatli (3+ yil),Anorbank,Filial-014,Retail,O‘rta maxsus,Ta’lim,Beva,3922461,O‘rta (3-7 mln),763,A’lo (750+),368962,Ha,32803659,Iste’mol krediti,29.7,48.0,17.4,Ha,2949821,5,Kredit kartasi,Mastercard Standard,8,2720876,Faol,Ha,Ha,9.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),43,Faol / Sodiq,Faol / Sodiq,465111.72000000003,Oddiy (Tier 3)
UZB102885,Umarova Sevara,Ayol,1995-01-06,31,25-34,Andijon,Asaka,998919000000.0,sevara.umarov79@gmail.com,2020-01-20,80,Uzoq muddatli (3+ yil),Turonbank,Filial-067,SME,Oliy,Xizmat ko‘rsatish,Bo‘ydoq,4382793,O‘rta (3-7 mln),644,O‘rta (500-649),1427249,Ha,32785562,Biznes krediti,19.4,24.0,31.2,Ha,4315759,1,Overdraft,Mastercard Gold,9,2286084,Faol,Ha,Ha,7.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha,O'rtacha risk,44,Faol / Sodiq,Faol / Sodiq,555363.43,Oddiy (Tier 3)
UZB102931,Abdullayeva Iqbol,Ayol,1979-10-11,46,45-54,Andijon,Xonobod,998914000000.0,iqbol.abdull50@inbox.uz,2020-09-24,72,Uzoq muddatli (3+ yil),Aloqabank,Filial-021,Retail,O‘rta maxsus,Energetika,Ajrashgan,3102406,O‘rta (3-7 mln),648,O‘rta (500-649),3656391,Ha,32657285,Ipoteка,18.0,60.0,17.5,Ha,41484010,4,Mikroqarz,Mastercard Standard,6,1672476,O‘rtacha,Ha,Yo‘q,4.0,Raqamli,O‘rta,Tasdiqlangan,Ha,50,Filial,Ha,Past risk (Xavfsiz),45,Faol / Sodiq,Faol / Sodiq,526509.67,Oddiy (Tier 3)
UZB101629,Normatov Ibrohim,Erkak,1989-03-22,37,35-44,Andijon,Andijon shahri,998935000000.0,ibrohim.normat83@inbox.uz,2020-03-02,78,Uzoq muddatli (3+ yil),Aloqabank,Filial-080,VIP,Oliy,Transport,Uylangan/Turmushga chiqqan,4830433,O‘rta (3-7 mln),570,O‘rta (500-649),2200389,Ha,31290844,Overdraft,30.3,12.0,54.0,Yo‘q,0,4,Overdraft,Mastercard Gold,7,12716725,O‘rtacha,Ha,Yo‘q,8.0,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Yuqori risk,46,Faol / Sodiq,Faol / Sodiq,847397.25,Oltin (Tier 2)
UZB103345,Rahimov Karim,Erkak,1971-03-05,55,55+,Andijon,Asaka,998337000000.0,karim.rahimo67@umail.uz,2020-12-22,69,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-028,Retail,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,11430108,Yuqori (7-15 mln),630,O‘rta (500-649),3086808,Ha,30814990,Iste’mol krediti,22.3,60.0,4.5,Ha,18125666,2,Biznes krediti,Mastercard Gold,12,2313901,Faol,Yo‘q,Ha,13.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),47,Faol / Sodiq,Faol / Sodiq,1343629.22,Platina (Tier 1)
UZB102045,Zokirov Bobur,Erkak,1975-11-07,50,45-54,Andijon,Shahrixon,998917000000.0,bobur.zokiro25@umail.uz,2023-11-27,33,O‘rta (1-3 yil),Xalq banki,Filial-016,SME,O‘rta,Energetika,Uylangan/Turmushga chiqqan,10914133,Yuqori (7-15 mln),441,Yomon (<500),855054,Ha,29274561,Mikroqarz,21.3,18.0,14.9,Ha,7107233,6,Kredit kartasi,Uzcard,7,2123679,O‘rtacha,Ha,Yo‘q,28.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),48,Faol / Sodiq,Faol / Sodiq,1176639.58,Platina (Tier 1)
UZB100713,Ismoilova Aziza,Ayol,1972-04-14,54,45-54,Andijon,Shahrixon,998883000000.0,aziza.ismoil37@umail.uz,2026-07-01,1,Yangi (<1 yil),Xalq banki,Filial-018,SME,O‘rta,Transport,Uylangan/Turmushga chiqqan,1695518,Past (< 3 mln),529,O‘rta (500-649),7622071,Ha,29090454,Ipoteка,19.9,18.0,95.3,Ha,32613170,4,Iste’mol krediti,UnionPay,18,2105804,Faol,Ha,Yo‘q,2.0,Raqamli,O‘rta,Qisman,Yo‘q,0,Call-center,Ha,Yuqori risk,49,Faol / Sodiq,Faol / Sodiq,592771.43,Oddiy (Tier 3)
UZB102968,Umarov Zafar,Erkak,1997-08-15,29,25-34,Andijon,Shahrixon,998881000000.0,zafar.umarov13@yandex.ru,2022-01-15,56,Uzoq muddatli (3+ yil),Asaka bank,Filial-005,Retail,Oliy,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,7055041,Yuqori (7-15 mln),673,Yaxshi (650-749),2963273,Ha,28764568,Ipoteка,23.5,36.0,11.3,Ha,6069455,1,Muddatli depozit,Visa Gold,8,5757129,Faol,Ha,Ha,6.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),50,Faol / Sodiq,Faol / Sodiq,968810.3300000001,Oltin (Tier 2)
UZB102501,Qodirov Anvar,Erkak,2008-03-03,18,18-24,Andijon,Andijon shahri,998942000000.0,anvar.qodiro16@mail.ru,2023-09-15,35,O‘rta (1-3 yil),Agrobank,Filial-046,SME,Bakalavr,Qishloq xo‘jaligi,Uylangan/Turmushga chiqqan,18158680,Juda yuqori (15+ mln),683,Yaxshi (650-749),1772408,Ha,28314081,Avtokredit,21.2,12.0,13.0,Yo‘q,0,3,Mikroqarz,Mastercard Standard,12,1463585,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),51,Faol / Sodiq,Faol / Sodiq,1933760.0999999999,Platina (Tier 1)
UZB100698,Juraev Hasan,Erkak,1991-05-18,35,35-44,Andijon,Andijon shahri,998907000000.0,hasan.juraev59@umail.uz,2022-11-15,46,Uzoq muddatli (3+ yil),Xalq banki,Filial-059,SME,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,4781067,O‘rta (3-7 mln),614,O‘rta (500-649),254976,Ha,28135092,Mikroqarz,21.8,12.0,49.0,Ha,3619608,2,Avtokredit,UnionPay,15,14596386,Faol,Ha,Ha,1.0,Raqamli,O‘rta,Kutilmoqda,Ha,10,Veb-sayt,Ha,O'rtacha risk,52,Faol / Sodiq,Faol / Sodiq,782783.22,Oltin (Tier 2)
UZB102196,Ergasheva Madina,Ayol,1979-09-13,46,45-54,Andijon,Shahrixon,998952000000.0,madina.ergash56@mail.ru,2022-12-06,45,Uzoq muddatli (3+ yil),Aloqabank,Filial-065,Retail,O‘rta maxsus,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,6059269,O‘rta (3-7 mln),672,Yaxshi (650-749),2744802,Ha,27833355,Ipoteка,18.7,48.0,9.6,Yo‘q,0,1,Ipoteка,Mastercard Standard,3,581197,O‘rtacha,Yo‘q,Ha,47.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Call-center,Yo‘q,Past risk (Xavfsiz),53,Yuqori Churn Xavfi,Yuqori ketish Xavfi,754790.94,Oltin (Tier 2)
UZB102522,Mirzayev Eldor,Erkak,2007-12-26,18,18-24,Andijon,Asaka,998905000000.0,eldor.mirzay51@mail.ru,2024-12-02,21,O‘rta (1-3 yil),Ipoteka-bank,Filial-006,Corporate,PhD,Transport,Beva,2231147,Past (< 3 mln),595,O‘rta (500-649),1970702,Ha,27615310,Iste’mol krediti,23.5,60.0,20.6,Yo‘q,0,1,Omonat,Humo,9,2511397,Faol,Yo‘q,Ha,4.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),54,Faol / Sodiq,Faol / Sodiq,371877.74000000005,Oddiy (Tier 3)
UZB101608,Sultonova Dilfuza,Ayol,1985-04-17,41,35-44,Andijon,Asaka,998905000000.0,dilfuza.sulton54@umail.uz,2022-01-15,56,Uzoq muddatli (3+ yil),Davr bank,Filial-004,Retail,PhD,Transport,Uylangan/Turmushga chiqqan,4801360,O‘rta (3-7 mln),561,O‘rta (500-649),834594,Ha,26160145,Biznes krediti,18.1,24.0,22.7,Yo‘q,0,2,Biznes krediti,Visa Classic,10,7962261,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Kutilmoqda,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),55,Faol / Sodiq,Faol / Sodiq,681110.92,Oltin (Tier 2)
UZB102986,Latipova Parvina,Ayol,2003-04-21,23,18-24,Andijon,Xonobod,998972000000.0,parvina.latipo69@inbox.uz,2025-10-16,10,Yangi (<1 yil),Agrobank,Filial-031,Retail,O‘rta,IT/Texnologiya,Uylangan/Turmushga chiqqan,4209021,O‘rta (3-7 mln),759,A’lo (750+),1613661,Ha,26130232,Biznes krediti,25.2,48.0,12.9,Yo‘q,0,3,Plastik karta,UnionPay,7,389284,O‘rtacha,Ha,Ha,25.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),56,Faol / Sodiq,Faol / Sodiq,509370.83,Oddiy (Tier 3)
UZB100490,Ibragimova Iroda,Ayol,1981-09-30,44,35-44,Andijon,Asaka,998941000000.0,iroda.ibragi85@yandex.ru,2025-09-30,11,Yangi (<1 yil),Xalq banki,Filial-013,Mass,PhD,Transport,Ajrashgan,7764049,Yuqori (7-15 mln),740,Yaxshi (650-749),1796400,Ha,26057228,Mikroqarz,23.6,48.0,7.0,Ha,2466939,2,Mikroqarz,Uzcard,8,2483137,Faol,Yo‘q,Ha,4.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),57,Faol / Sodiq,Faol / Sodiq,915887.64,Oltin (Tier 2)
UZB101713,Toshmatova Bahora,Ayol,2004-12-18,21,18-24,Andijon,Xonobod,998945000000.0,bahora.toshma51@mail.ru,2024-07-23,25,O‘rta (1-3 yil),Kapitalbank,Filial-056,Retail,Oliy,Qurilish,Uylangan/Turmushga chiqqan,2774046,Past (< 3 mln),708,Yaxshi (650-749),3629717,Ha,25286468,Mikroqarz,19.8,24.0,38.0,Ha,919273,2,Biznes krediti,Uzcard,7,2123957,O‘rtacha,Ha,Ha,4.0,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,O'rtacha risk,58,Faol / Sodiq,Faol / Sodiq,501369.5900000001,Oddiy (Tier 3)
UZB100505,Aliyeva Fotima,Ayol,2008-04-24,18,18-24,Andijon,Shahrixon,998957000000.0,fotima.aliyev68@inbox.uz,2023-10-14,34,O‘rta (1-3 yil),Davr bank,Filial-068,SME,Oliy,Savdo,Uylangan/Turmushga chiqqan,14677209,Yuqori (7-15 mln),596,O‘rta (500-649),689681,Ha,25197688,Ipoteка,23.3,48.0,3.6,Ha,3149121,2,Plastik karta,Mastercard Gold,8,836709,Faol,Ha,Yo‘q,13.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),59,Faol / Sodiq,Faol / Sodiq,1518939.1300000001,Platina (Tier 1)
UZB103055,Umarov Jasur,Erkak,1987-01-02,39,35-44,Andijon,Xonobod,998933000000.0,jasur.umarov41@mail.ru,2021-09-08,60,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-008,SME,O‘rta maxsus,IT/Texnologiya,Bo‘ydoq,6974062,O‘rta (3-7 mln),478,Yomon (<500),2657832,Ha,23743695,Biznes krediti,20.8,6.0,56.7,Yo‘q,0,5,Iste’mol krediti,Humo,11,4186164,Faol,Ha,Ha,3.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Yuqori risk,60,Faol / Sodiq,Faol / Sodiq,914021.0800000001,Oltin (Tier 2)
UZB103097,Tursunov Kamol,Erkak,1974-11-29,51,45-54,Andijon,Asaka,998908000000.0,kamol.tursun65@gmail.com,2021-05-26,63,Uzoq muddatli (3+ yil),Milliy bank,Filial-064,SME,Magistr,IT/Texnologiya,Uylangan/Turmushga chiqqan,11022235,Yuqori (7-15 mln),479,Yomon (<500),351147,Ha,23679664,Mikroqarz,20.2,60.0,3.6,Ha,1570430,2,Muddatli depozit,Humo,5,1668283,O‘rtacha,Ha,Ha,3.0,Raqamli,Juda yuqori,Tasdiqlangan,Ha,13,Partner,Ha,Past risk (Xavfsiz),61,Faol / Sodiq,Faol / Sodiq,1153146.51,Platina (Tier 1)
UZB101263,Latipova Rayhon,Ayol,1985-01-29,41,35-44,Andijon,Asaka,998905000000.0,rayhon.latipo55@inbox.uz,2020-05-06,76,Uzoq muddatli (3+ yil),Tenge Bank,Filial-001,SME,O‘rta,Bank/Moliya,Bo‘ydoq,5181723,O‘rta (3-7 mln),611,O‘rta (500-649),1082129,Ha,23216419,Biznes krediti,29.6,12.0,37.3,Ha,10027545,4,Ipoteка,UnionPay,9,2179630,Faol,Yo‘q,Ha,2.0,Raqamli,Yuqori,Kutilmoqda,Yo‘q,0,Mobil ilova,Ha,O'rtacha risk,62,Faol / Sodiq,Faol / Sodiq,615871.35,Oddiy (Tier 3)
UZB100996,Axmedova Fotima,Ayol,1986-12-09,39,35-44,Andijon,Andijon shahri,998920000000.0,fotima.axmedo27@gmail.com,2025-03-05,17,O‘rta (1-3 yil),Anorbank,Filial-001,Mass,O‘rta maxsus,Energetika,Bo‘ydoq,5540243,O‘rta (3-7 mln),643,O‘rta (500-649),346092,Ha,21850901,Mikroqarz,19.8,24.0,16.4,Yo‘q,0,2,Iste’mol krediti,UnionPay,5,428594,O‘rtacha,Yo‘q,Ha,4.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),63,Faol / Sodiq,Faol / Sodiq,579900.78,Oddiy (Tier 3)
UZB102839,Mirzayeva Kamola,Ayol,1996-10-14,29,25-34,Andijon,Shahrixon,998908000000.0,kamola.mirzay51@gmail.com,2024-05-29,27,O‘rta (1-3 yil),Agrobank,Filial-045,Retail,Bakalavr,Savdo,Ajrashgan,2741886,Past (< 3 mln),691,Yaxshi (650-749),4664450,Ha,21277790,Avtokredit,20.3,48.0,16.2,Yo‘q,0,2,Omonat,UnionPay,6,936128,O‘rtacha,Ha,Yo‘q,4.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),64,Faol / Sodiq,Faol / Sodiq,526133.66,Oddiy (Tier 3)
UZB101046,Ismoilova Lola,Ayol,2008-04-16,18,18-24,Andijon,Asaka,998975000000.0,lola.ismoil85@mail.ru,2022-07-29,49,Uzoq muddatli (3+ yil),Agrobank,Filial-049,SME,O‘rta,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,3810563,O‘rta (3-7 mln),513,O‘rta (500-649),23353680,Ha,20860781,Ipoteка,21.0,60.0,9.1,Ha,9022499,3,Avtokredit,UnionPay,24,4828900,Juda faol,Ha,Yo‘q,1.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),65,Faol / Sodiq,Faol / Sodiq,1645318.3,Platina (Tier 1)
UZB103534,Karimova Iroda,Ayol,2008-05-30,18,18-24,Andijon,Asaka,998934000000.0,iroda.karimo81@mail.ru,2022-09-08,48,Uzoq muddatli (3+ yil),Kapitalbank,Filial-001,SME,O‘rta maxsus,Ta’lim,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),548,O‘rta (500-649),3952865,Ha,20692091,Mikroqarz,22.4,48.0,28.7,Ha,3643063,3,Ipoteка,Mastercard Standard,7,2246768,O‘rtacha,Ha,Yo‘q,26.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),66,Faol / Sodiq,Faol / Sodiq,392578.61,Oddiy (Tier 3)
UZB100180,Usmonova Laylo,Ayol,1993-05-18,33,25-34,Andijon,Andijon shahri,998994000000.0,laylo.usmono87@gmail.com,2021-02-27,66,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-061,Mass,O‘rta,Energetika,Uylangan/Turmushga chiqqan,10051859,Yuqori (7-15 mln),671,Yaxshi (650-749),3615710,Ha,20682455,Kredit kartasi,26.4,60.0,3.4,Yo‘q,0,1,Ipoteка,Uzcard,9,988072,Faol,Ha,Ha,24.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),67,Faol / Sodiq,Faol / Sodiq,1205732.8399999999,Platina (Tier 1)
UZB101911,Tursunov Bahrom,Erkak,2001-02-10,25,25-34,Andijon,Asaka,998952000000.0,bahrom.tursun59@umail.uz,2023-01-18,43,Uzoq muddatli (3+ yil),Trastbank,Filial-027,Mass,O‘rta,Davlat xizmati,Bo‘ydoq,19856080,Juda yuqori (15+ mln),708,Yaxshi (650-749),1032608,Ha,20318395,Ipoteка,24.9,12.0,8.5,Ha,959260,1,Muddatli depozit,UnionPay,10,1235874,Faol,Ha,Ha,6.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),68,Faol / Sodiq,Faol / Sodiq,2061955.88,Platina (Tier 1)
UZB100524,Toshmatova Lola,Ayol,2002-08-06,24,18-24,Andijon,Shahrixon,998886000000.0,lola.toshma12@mail.ru,2018-12-30,93,Uzoq muddatli (3+ yil),Universal bank,Filial-033,Retail,O‘rta maxsus,Savdo,Uylangan/Turmushga chiqqan,3177463,O‘rta (3-7 mln),622,O‘rta (500-649),249964,Ha,20178037,Biznes krediti,21.0,36.0,17.6,Yo‘q,0,1,Overdraft,Mastercard Standard,13,13521439,Faol,Ha,Ha,5.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),69,Faol / Sodiq,Faol / Sodiq,600673.28,Oddiy (Tier 3)
UZB102248,Sultonov Jasur,Erkak,1980-01-07,46,45-54,Andijon,Andijon shahri,998916000000.0,jasur.sulton20@inbox.uz,2018-08-28,97,Uzoq muddatli (3+ yil),Asaka bank,Filial-010,SME,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,6260652,O‘rta (3-7 mln),569,O‘rta (500-649),4216731,Ha,20151684,Ipoteка,24.4,18.0,17.9,Ha,2440381,4,Iste’mol krediti,Mastercard Gold,10,1219375,Faol,Ha,Ha,7.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),70,Faol / Sodiq,Faol / Sodiq,861289.2500000001,Oltin (Tier 2)
UZB102180,Mirzayev Kamol,Erkak,2001-01-30,25,25-34,Andijon,Asaka,998887000000.0,kamol.mirzay57@umail.uz,2020-12-28,68,Uzoq muddatli (3+ yil),Milliy bank,Filial-037,Retail,O‘rta,Qurilish,Ajrashgan,2054138,Past (< 3 mln),669,Yaxshi (650-749),1725996,Ha,18876382,Ipoteка,23.9,12.0,76.6,Yo‘q,0,5,Iste’mol krediti,Mastercard Standard,7,479987,O‘rtacha,Ha,Ha,4.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Yuqori risk,71,Faol / Sodiq,Faol / Sodiq,301313.34,Oddiy (Tier 3)
UZB102529,Yusupov Zafar,Erkak,1963-08-14,63,55+,Andijon,Andijon shahri,998333000000.0,zafar.yusupo52@mail.ru,2020-11-22,70,Uzoq muddatli (3+ yil),Kapitalbank,Filial-021,Mass,Oliy,Ta’lim,Beva,4544125,O‘rta (3-7 mln),609,O‘rta (500-649),13567488,Ha,18807925,Kredit kartasi,24.9,12.0,34.5,Ha,3556785,2,Omonat,Visa Gold,13,2145104,Faol,Yo‘q,Ha,1.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,O'rtacha risk,72,Faol / Sodiq,Faol / Sodiq,1175688.98,Platina (Tier 1)
UZB102165,Aliyeva Nilufar,Ayol,1986-03-11,40,35-44,Andijon,Shahrixon,998885000000.0,nilufar.aliyev47@umail.uz,2020-10-29,70,Uzoq muddatli (3+ yil),Anorbank,Filial-011,Retail,Oliy,Savdo,Bo‘ydoq,2033506,Past (< 3 mln),744,Yaxshi (650-749),1351103,Ha,18644141,Overdraft,27.0,18.0,50.9,Yo‘q,0,3,Muddatli depozit,UnionPay,6,2954850,O‘rtacha,Ha,Ha,16.0,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Call-center,Ha,Yuqori risk,73,Faol / Sodiq,Faol / Sodiq,330002.75,Oddiy (Tier 3)
UZB100034,Normatova Iqbol,Ayol,1978-12-19,47,45-54,Andijon,Shahrixon,998339000000.0,iqbol.normat62@gmail.com,2020-10-16,71,Uzoq muddatli (3+ yil),Universal bank,Filial-067,Retail,Magistr,Ishlab chiqarish,Uylangan/Turmushga chiqqan,7052169,Yuqori (7-15 mln),617,O‘rta (500-649),165888,Ha,18252123,Iste’mol krediti,24.1,48.0,5.4,Ha,950823,1,Biznes krediti,Visa Classic,4,1834041,O‘rtacha,Ha,Yo‘q,2.0,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),74,Faol / Sodiq,Faol / Sodiq,750192.12,Oltin (Tier 2)
UZB103800,Latipov Eldor,Erkak,1981-09-03,44,35-44,Andijon,Xonobod,998978000000.0,eldor.latipo97@inbox.uz,2024-12-06,20,O‘rta (1-3 yil),Agrobank,Filial-045,Corporate,Magistr,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),526,O‘rta (500-649),2260829,Ha,18136532,Overdraft,18.8,36.0,33.6,Ha,2438634,2,Avtokredit,Visa Classic,5,590066,O‘rtacha,Ha,Yo‘q,1.0,Raqamli,Yuqori,Kutilmoqda,Yo‘q,0,Mobil ilova,Ha,O'rtacha risk,75,Faol / Sodiq,Faol / Sodiq,274842.77,Oddiy (Tier 3)
UZB103780,Toshmatov Sardor,Erkak,1989-06-07,37,35-44,Andijon,Shahrixon,998916000000.0,sardor.toshma99@inbox.uz,2021-11-17,58,Uzoq muddatli (3+ yil),Trastbank,Filial-035,SME,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,1859556,Past (< 3 mln),544,O‘rta (500-649),16350296,Ha,18019974,Overdraft,23.6,18.0,53.8,Yo‘q,0,1,Mikroqarz,Visa Gold,11,2777644,Faol,Ha,Ha,9.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Yuqori risk,76,Faol / Sodiq,Faol / Sodiq,1059023.28,Platina (Tier 1)
