mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz
UZB100045,Umarova To‘lganoy,Ayol,10/5/1978,47,45-54,Qoraqalpog‘iston,To‘rtko‘l,998941000000.00,to‘lganoy.umarov16@yandex.ru,9/2/2023,36,Uzoq muddatli (3+ yil),Davr bank,Filial-017,Corporate,Oliy,O‘zini o‘zi band qilgan,Bo‘ydoq,2960122,Past (< 3 mln),626,O‘rta (500-649),1117730,Ha,30434331,Ipoteка,28.8,60,17.1,Ha,5763343,2,Plastik karta,Humo,7,4061205,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100046,Tursunov Mirzo,Erkak,6/11/1977,49,45-54,Qoraqalpog‘iston,Xo‘jayli,998907000000.00,mirzo.tursun40@inbox.uz,1/10/2022,56,Uzoq muddatli (3+ yil),Xalq banki,Filial-003,Retail,Oliy,Turizm,Uylangan/Turmushga chiqqan,14219606,Yuqori (7-15 mln),710,Yaxshi (650-749),279662,Yo‘q,0,,,,0,Yo‘q,0,2,Ipoteка,Mastercard Gold,10,3359680,Faol,Ha,Yo‘q,24,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100047,Hasanova Shahnoza,Ayol,9/18/1986,39,35-44,Toshkent shahri,Sergeli,998959000000.00,shahnoza.hasano92@gmail.com,9/14/2021,60,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-062,VIP,O‘rta maxsus,Bank/Moliya,Uylangan/Turmushga chiqqan,8957812,Yuqori (7-15 mln),663,Yaxshi (650-749),2593868,Yo‘q,0,,,,0,Ha,1673584,3,Omonat,Uzcard,13,5086619,Faol,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100048,Ergashev Dilshod,Erkak,8/24/1996,30,25-34,Toshkent viloyati,Bekobod,998889000000.00,dilshod.ergash87@umail.uz,11/19/2022,45,Uzoq muddatli (3+ yil),Asaka bank,Filial-015,VIP,O‘rta,Energetika,Bo‘ydoq,4909189,O‘rta (3-7 mln),716,Yaxshi (650-749),985238,Yo‘q,0,,,,0,Yo‘q,0,1,Biznes krediti,Visa Gold,9,1984009,Faol,Ha,Yo‘q,8,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100049,Usmonova Iqbol,Ayol,8/15/1992,34,25-34,Samarqand,Samarqand shahri,998913000000.00,iqbol.usmono20@gmail.com,7/15/2025,13,O‘rta (1-3 yil),Qishloq qurilish bank,Filial-013,SME,O‘rta maxsus,IT/Texnologiya,Bo‘ydoq,9464962,Yuqori (7-15 mln),605,O‘rta (500-649),7250288,Ha,3758705,Mikroqarz,23,48,0.8,Ha,1304184,6,Muddatli depozit,Mastercard Standard,13,5273921,Faol,Ha,Yo‘q,1,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100050,Valiyeva Jamila,Ayol,8/30/1987,38,35-44,Namangan,Kosonsoy,998885000000.00,jamila.valiye23@yandex.ru,5/31/2024,27,O‘rta (1-3 yil),Milliy bank,Filial-015,Corporate,O‘rta,Energetika,Uylangan/Turmushga chiqqan,6021091,O‘rta (3-7 mln),559,O‘rta (500-649),2371762,Yo‘q,0,,,,0,Yo‘q,0,3,Muddatli depozit,UnionPay,4,8387355,O‘rtacha,Ha,Ha,0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100051,Valiyev Anvar,Erkak,5/1/2002,24,18-24,Farg‘ona,Qo‘qon,998938000000.00,anvar.valiye18@mail.ru,12/12/2022,45,Uzoq muddatli (3+ yil),Kapitalbank,Filial-012,SME,Oliy,Qurilish,Uylangan/Turmushga chiqqan,4508684,O‘rta (3-7 mln),755,A’lo (750+),82358,Ha,52817660,Ipoteка,25.9,6,195.2,Ha,15723920,1,Overdraft,Visa Classic,7,357609,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100052,Ismoilov Farhod,Erkak,12/1/1982,43,35-44,Qashqadaryo,Qarshi,998996000000.00,farhod.ismoil37@inbox.uz,10/11/2023,35,O‘rta (1-3 yil),Asaka bank,Filial-045,Retail,O‘rta maxsus,Ishlab chiqarish,Bo‘ydoq,3138115,O‘rta (3-7 mln),611,O‘rta (500-649),2055398,Yo‘q,0,,,,0,Ha,1839644,3,Muddatli depozit,Mastercard Gold,3,449531,O‘rtacha,Ha,Ha,12,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100053,Karimov Aziz,Erkak,10/5/1992,33,25-34,Toshkent viloyati,Angren,998994000000.00,aziz.karimo26@umail.uz,2/16/2022,55,Uzoq muddatli (3+ yil),Davr bank,Filial-065,SME,O‘rta,Savdo,Uylangan/Turmushga chiqqan,4590726,O‘rta (3-7 mln),693,Yaxshi (650-749),641460,Yo‘q,0,,,,0,Yo‘q,0,4,Iste’mol krediti,Visa Gold,6,423342,O‘rtacha,Ha,Ha,26,Raqamli,Past,Rad etilgan,Yo‘q,0,Agent,Ha
UZB100054,Toshmatova Umida,Ayol,2/7/1967,59,55+,Andijon,Shahrixon,998972000000.00,umida.toshma65@gmail.com,4/13/2026,4,Yangi (<1 yil),Davr bank,Filial-056,SME,O‘rta,Qurilish,Ajrashgan,3738121,O‘rta (3-7 mln),714,Yaxshi (650-749),851527,Ha,5567100,Overdraft,25.1,6,24.8,Yo‘q,0,3,Overdraft,Humo,10,2940138,Faol,Yo‘q,Ha,6,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100055,Normatov Karim,Erkak,7/11/1987,39,35-44,Toshkent viloyati,Bekobod,998944000000.00,karim.normat87@mail.ru,10/3/2020,71,Uzoq muddatli (3+ yil),Aloqabank,Filial-023,Mass,O‘rta,Qishloq xo‘jaligi,Bo‘ydoq,24365230,Juda yuqori (15+ mln),680,Yaxshi (650-749),939003,Yo‘q,0,,,,0,Yo‘q,0,4,Plastik karta,Visa Gold,6,1152270,O‘rtacha,Ha,Ha,10,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha
UZB100056,Juraeva Jamila,Ayol,2/25/1984,42,35-44,Toshkent viloyati,Nurafshon,998916000000.00,jamila.juraev69@umail.uz,1/30/2020,80,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-008,Retail,O‘rta maxsus,Ishlab chiqarish,Ajrashgan,1636698,Past (< 3 mln),712,Yaxshi (650-749),3495954,Ha,24901205,Kredit kartasi,26.1,60,25.4,Yo‘q,0,3,Ipoteка,Mastercard Standard,7,4122881,O‘rtacha,Ha,Ha,16,Raqamli,O‘rta,Tasdiqlangan,Ha,2,Call-center,Ha
UZB100057,Valiyev Ulugbek,Erkak,7/25/2006,20,18-24,Surxondaryo,Sherobod,998919000000.00,ulugbek.valiye92@mail.ru,8/12/2025,12,O‘rta (1-3 yil),Ipoteka-bank,Filial-032,SME,Bakalavr,Transport,Uylangan/Turmushga chiqqan,8094662,Yuqori (7-15 mln),482,Yomon (<500),760607,Ha,66133152,Ipoteка,28.8,48,17,Yo‘q,0,2,Overdraft,Visa Classic,7,926239,O‘rtacha,Ha,Yo‘q,10,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100058,Juraev Hasan,Erkak,12/12/1988,37,35-44,Farg‘ona,Farg‘ona shahri,998937000000.00,hasan.juraev20@inbox.uz,10/6/2023,35,O‘rta (1-3 yil),Hamkorbank,Filial-045,Retail,O‘rta,Ishlab chiqarish,Uylangan/Turmushga chiqqan,3398558,O‘rta (3-7 mln),467,Yomon (<500),6482045,Ha,14404400,Mikroqarz,22.6,12,35.3,Yo‘q,0,1,Ipoteка,Visa Classic,21,6841645,Juda faol,Ha,Ha,13,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100059,Kamolov Bahrom,Erkak,4/5/2007,19,18-24,Samarqand,Kattaqo‘rg‘on,998943000000.00,bahrom.kamolo29@gmail.com,11/15/2019,82,Uzoq muddatli (3+ yil),Turonbank,Filial-013,Retail,O‘rta,Turizm,Ajrashgan,4072359,O‘rta (3-7 mln),664,Yaxshi (650-749),3756935,Ha,7429708,Iste’mol krediti,20.2,12,15.2,Ha,11099723,3,Overdraft,UnionPay,6,3773126,O‘rtacha,Yo‘q,Ha,15,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100060,Usmonov Farrux,Erkak,5/31/1987,39,35-44,Toshkent shahri,Olmazor,998885000000.00,farrux.usmono78@mail.ru,12/19/2022,44,Uzoq muddatli (3+ yil),Turonbank,Filial-061,Mass,Oliy,Ishlab chiqarish,Ajrashgan,7975248,Yuqori (7-15 mln),717,Yaxshi (650-749),5393508,Yo‘q,0,,,,0,Ha,6616638,1,Omonat,Visa Gold,18,9296602,Faol,Ha,Ha,0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100061,Sultonova Hilola,Ayol,6/6/1987,39,35-44,Toshkent shahri,Mirzo Ulug‘bek,998333000000.00,hilola.sulton46@gmail.com,11/22/2022,45,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-035,Retail,O‘rta,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,2528812,Past (< 3 mln),714,Yaxshi (650-749),1890843,Yo‘q,0,,,,0,Ha,8449778,4,Biznes krediti,UnionPay,6,1923133,O‘rtacha,Ha,Ha,4,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100062,Aliyev Temur,Erkak,8/27/1993,32,25-34,Samarqand,Kattaqo‘rg‘on,998973000000.00,temur.aliyev27@gmail.com,3/30/2021,65,Uzoq muddatli (3+ yil),Turonbank,Filial-061,SME,Oliy,Turizm,Uylangan/Turmushga chiqqan,4489630,O‘rta (3-7 mln),632,O‘rta (500-649),3252987,Ha,3482579,Mikroqarz,20.1,48,1.6,Yo‘q,0,4,Iste’mol krediti,Uzcard,7,2006168,O‘rtacha,Ha,Ha,33,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100063,Normatova Feruza,Ayol,9/2/1975,50,45-54,Toshkent viloyati,Olmaliq,998331000000.00,feruza.normat90@inbox.uz,1/30/2026,6,Yangi (<1 yil),Davr bank,Filial-019,Retail,Oliy,Savdo,Uylangan/Turmushga chiqqan,12688665,Yuqori (7-15 mln),558,O‘rta (500-649),1075365,Ha,2113486,Biznes krediti,23,36,0.5,Ha,10982462,6,Avtokredit,Mastercard Gold,7,2414492,O‘rtacha,Ha,Yo‘q,4,Raqamli,O‘rta,Tasdiqlangan,Ha,6,Agent,Ha
UZB100064,Tursunov Sardor,Erkak,7/12/1989,37,35-44,Buxoro,Romitan,998943000000.00,sardor.tursun84@yandex.ru,4/21/2025,16,O‘rta (1-3 yil),Hamkorbank,Filial-006,Retail,O‘rta maxsus,Ishlab chiqarish,Uylangan/Turmushga chiqqan,6349904,O‘rta (3-7 mln),759,A’lo (750+),598376,Yo‘q,0,,,,0,Ha,11789909,5,Omonat,Mastercard Gold,10,2261172,Faol,Ha,Yo‘q,2,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100065,Latipov Dilshod,Erkak,12/16/1981,44,35-44,Qashqadaryo,Guzor,998338000000.00,dilshod.latipo79@umail.uz,2/11/2019,91,Uzoq muddatli (3+ yil),Trastbank,Filial-005,Corporate,Oliy,Savdo,Ajrashgan,3485041,O‘rta (3-7 mln),575,O‘rta (500-649),1620527,Ha,14131835,Iste’mol krediti,30.5,48,8.4,Ha,1098078,3,Overdraft,Visa Classic,8,1606251,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100066,Saidova Komila,Ayol,7/12/1981,45,45-54,Toshkent viloyati,Angren,998992000000.00,komila.saidov65@inbox.uz,3/23/2026,5,Yangi (<1 yil),Orient Finans bank,Filial-070,Retail,Oliy,Savdo,Bo‘ydoq,7884815,Yuqori (7-15 mln),717,Yaxshi (650-749),714495,Yo‘q,0,,,,0,Yo‘q,0,2,Mikroqarz,Visa Gold,7,2042527,O‘rtacha,Yo‘q,Ha,22,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100067,Usmonova Nilufar,Ayol,9/26/2007,18,18-24,Toshkent shahri,Olmazor,998918000000.00,nilufar.usmono56@inbox.uz,7/16/2022,50,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-004,Retail,O‘rta,Energetika,Uylangan/Turmushga chiqqan,2930969,Past (< 3 mln),728,Yaxshi (650-749),2992925,Yo‘q,0,,,,0,Yo‘q,0,2,Avtokredit,Uzcard,17,3990866,Faol,Ha,Yo‘q,4,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100068,Hasanova Oydin,Ayol,9/20/1986,39,35-44,Toshkent shahri,Mirzo Ulug‘bek,998940000000.00,oydin.hasano56@umail.uz,9/25/2024,23,O‘rta (1-3 yil),Xalq banki,Filial-036,Retail,Oliy,Turizm,Uylangan/Turmushga chiqqan,3326135,O‘rta (3-7 mln),664,Yaxshi (650-749),3275244,Yo‘q,0,,,,0,Yo‘q,0,2,Muddatli depozit,Visa Gold,5,1848282,O‘rtacha,Ha,Yo‘q,12,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100069,Usmonova Dildora,Ayol,6/1/1971,55,55+,Toshkent shahri,Yakkasaroy,998884000000.00,dildora.usmono66@gmail.com,9/5/2019,84,Uzoq muddatli (3+ yil),Xalq banki,Filial-045,SME,O‘rta,Sog‘liqni saqlash,Ajrashgan,6259064,O‘rta (3-7 mln),643,O‘rta (500-649),1224868,Yo‘q,0,,,,0,Yo‘q,0,2,Avtokredit,Mastercard Gold,8,1605708,Faol,Ha,Ha,10,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100070,Rahimov Hasan,Erkak,2/15/1986,40,35-44,Buxoro,Buxoro shahri,998337000000.00,hasan.rahimo69@inbox.uz,1/18/2023,43,Uzoq muddatli (3+ yil),Hamkorbank,Filial-079,VIP,Oliy,Qurilish,Beva,12441306,Yuqori (7-15 mln),482,Yomon (<500),1013878,Yo‘q,0,,,,0,Yo‘q,0,3,Omonat,Mastercard Standard,2,725717,Past faol,Ha,Ha,8,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100071,Qodirov Farhod,Erkak,12/1/1979,46,45-54,Farg‘ona,Rishton,998933000000.00,farhod.qodiro65@inbox.uz,8/18/2025,12,O‘rta (1-3 yil),Ipoteka-bank,Filial-016,Retail,O‘rta maxsus,IT/Texnologiya,Uylangan/Turmushga chiqqan,11479211,Yuqori (7-15 mln),466,Yomon (<500),1217376,Yo‘q,0,,,,0,Yo‘q,0,6,Biznes krediti,Visa Classic,6,3950062,O‘rtacha,Ha,Yo‘q,3,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100072,Axmedova Jamila,Ayol,1/27/1973,53,45-54,Toshkent viloyati,Bekobod,998334000000.00,jamila.axmedo85@inbox.uz,5/5/2020,76,Uzoq muddatli (3+ yil),Hamkorbank,Filial-022,SME,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,8496295,Yuqori (7-15 mln),611,O‘rta (500-649),18182395,Yo‘q,0,,,,0,Ha,1230469,2,Plastik karta,Uzcard,17,2583138,Faol,Ha,Yo‘q,0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100073,Normatov Bahrom,Erkak,3/10/1997,29,25-34,Andijon,Asaka,998336000000.00,bahrom.normat92@yandex.ru,6/27/2024,26,O‘rta (1-3 yil),Anorbank,Filial-032,Corporate,O‘rta,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,2244340,Past (< 3 mln),749,Yaxshi (650-749),1796621,Yo‘q,0,,,,0,Yo‘q,0,6,Iste’mol krediti,Humo,8,5247583,Faol,Ha,Ha,30,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100074,Ibragimov Otabek,Erkak,11/7/1973,52,45-54,Toshkent shahri,Olmazor,998333000000.00,otabek.ibragi50@mail.ru,2/21/2021,67,Uzoq muddatli (3+ yil),InFinBank,Filial-016,Retail,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,7602465,Yuqori (7-15 mln),527,O‘rta (500-649),1867815,Yo‘q,0,,,,0,Yo‘q,0,1,Kredit kartasi,UnionPay,6,969053,O‘rtacha,Yo‘q,Ha,7,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100075,Qodirov Ibrohim,Erkak,8/24/1977,49,45-54,Jizzax,Zomin,998881000000.00,ibrohim.qodiro21@umail.uz,11/6/2023,34,O‘rta (1-3 yil),Tenge Bank,Filial-059,Mass,Oliy,Savdo,Uylangan/Turmushga chiqqan,3926997,O‘rta (3-7 mln),401,Yomon (<500),296355,Ha,39207287,Avtokredit,24.6,36,27.7,Yo‘q,0,3,Omonat,Mastercard Standard,5,9166434,O‘rtacha,Ha,Ha,14,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100076,Boboyev Jamshid,Erkak,2/1/1989,37,35-44,Samarqand,Kattaqo‘rg‘on,998334000000.00,jamshid.boboye56@inbox.uz,10/16/2022,47,Uzoq muddatli (3+ yil),Turonbank,Filial-010,Retail,O‘rta,Transport,Uylangan/Turmushga chiqqan,4617320,O‘rta (3-7 mln),622,O‘rta (500-649),2546064,Yo‘q,0,,,,0,Yo‘q,0,1,Plastik karta,Mastercard Gold,4,209589,O‘rtacha,Ha,Ha,10,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100077,Rahimov Sardor,Erkak,10/9/1976,49,45-54,Qashqadaryo,Kitob,998332000000.00,sardor.rahimo15@gmail.com,6/12/2020,75,Uzoq muddatli (3+ yil),Hamkorbank,Filial-043,Corporate,O‘rta,IT/Texnologiya,Bo‘ydoq,8337857,Yuqori (7-15 mln),575,O‘rta (500-649),1162426,Yo‘q,0,,,,0,Yo‘q,0,1,Muddatli depozit,Humo,6,2205290,O‘rtacha,Ha,Yo‘q,19,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100078,Ibragimov Sardor,Erkak,12/27/1979,46,45-54,Namangan,Kosonsoy,998959000000.00,sardor.ibragi12@yandex.ru,5/11/2023,40,Uzoq muddatli (3+ yil),Xalq banki,Filial-015,Mass,O‘rta,Energetika,Ajrashgan,11236600,Yuqori (7-15 mln),571,O‘rta (500-649),9634614,Yo‘q,0,,,,0,Yo‘q,0,2,Iste’mol krediti,Mastercard Standard,20,6285852,Juda faol,Ha,Ha,15,Raqamli,O‘rta,Qisman,Yo‘q,0,Call-center,Ha
UZB100079,Aliyev Farrux,Erkak,11/18/1995,30,25-34,Andijon,Asaka,998942000000.00,farrux.aliyev83@gmail.com,5/30/2020,75,Uzoq muddatli (3+ yil),Universal bank,Filial-003,Retail,O‘rta maxsus,Qurilish,Bo‘ydoq,3841140,O‘rta (3-7 mln),591,O‘rta (500-649),3298568,Yo‘q,0,,,,0,Yo‘q,0,6,Kredit kartasi,Mastercard Standard,11,1975023,Faol,Yo‘q,Ha,0,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Partner,Ha
UZB100080,Ergashev Erkin,Erkak,9/20/1985,40,35-44,Buxoro,Kogon,998337000000.00,erkin.ergash79@yandex.ru,9/13/2023,35,O‘rta (1-3 yil),Trastbank,Filial-079,Retail,Bakalavr,Sog‘liqni saqlash,Bo‘ydoq,4501118,O‘rta (3-7 mln),469,Yomon (<500),3201300,Yo‘q,0,,,,0,Yo‘q,0,3,Biznes krediti,Visa Classic,9,4053054,Faol,Ha,Yo‘q,24,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100081,Xolmatova Madina,Ayol,11/17/1990,35,35-44,Toshkent viloyati,Bekobod,998936000000.00,madina.xolmat15@yandex.ru,11/22/2025,9,Yangi (<1 yil),Aloqabank,Filial-045,Mass,O‘rta,Turizm,Uylangan/Turmushga chiqqan,10004664,Yuqori (7-15 mln),678,Yaxshi (650-749),299039,Ha,74692206,Ipoteка,19.9,36,20.7,Ha,18221276,3,Muddatli depozit,Visa Classic,8,3316172,Faol,Ha,Ha,7,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100082,Aliyev Laziz,Erkak,7/5/1993,33,25-34,Farg‘ona,Marg‘ilon,998931000000.00,laziz.aliyev80@mail.ru,3/21/2019,90,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-061,Retail,Oliy,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),641,O‘rta (500-649),495497,Yo‘q,0,,,,0,Ha,5672529,2,Iste’mol krediti,UnionPay,9,2568113,Faol,Ha,Yo‘q,4,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100083,Valiyev Lutfulla,Erkak,11/21/2003,22,18-24,Toshkent shahri,Mirzo Ulug‘bek,998952000000.00,lutfulla.valiye11@yandex.ru,1/1/2024,32,O‘rta (1-3 yil),Asaka bank,Filial-043,Retail,Bakalavr,Transport,Uylangan/Turmushga chiqqan,4495217,O‘rta (3-7 mln),731,Yaxshi (650-749),4319754,Yo‘q,0,,,,0,Ha,863547,3,Avtokredit,UnionPay,5,1821163,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100084,Ismoilov Otabek,Erkak,11/12/1982,43,35-44,Namangan,Kosonsoy,998944000000.00,otabek.ismoil88@umail.uz,9/16/2019,84,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-066,Retail,O‘rta maxsus,Bank/Moliya,Uylangan/Turmushga chiqqan,11086053,Yuqori (7-15 mln),641,O‘rta (500-649),1453012,Yo‘q,0,,,,0,Ha,3217178,2,Avtokredit,Visa Gold,4,1928795,O‘rtacha,Ha,Ha,4,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100085,Mamatova Oydin,Ayol,8/2/1989,37,35-44,Samarqand,Kattaqo‘rg‘on,998975000000.00,oydin.mamato17@gmail.com,3/21/2023,41,Uzoq muddatli (3+ yil),InFinBank,Filial-040,Retail,O‘rta,Turizm,Bo‘ydoq,3569248,O‘rta (3-7 mln),620,O‘rta (500-649),2343628,Yo‘q,0,,,,0,Ha,6568449,4,Ipoteка,Mastercard Gold,5,3255915,O‘rtacha,Yo‘q,Ha,2,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100086,Ergashev Laziz,Erkak,2/14/2001,25,25-34,Buxoro,Romitan,998335000000.00,laziz.ergash41@inbox.uz,12/4/2024,21,O‘rta (1-3 yil),Aloqabank,Filial-068,Retail,O‘rta,Bank/Moliya,Ajrashgan,6540985,O‘rta (3-7 mln),561,O‘rta (500-649),7186428,Yo‘q,0,,,,0,Yo‘q,0,1,Ipoteка,Uzcard,20,4707010,Juda faol,Ha,Ha,34,Raqamli,Yuqori,Rad etilgan,Yo‘q,0,Agent,Ha
UZB100087,Zokirov Zafar,Erkak,6/16/1989,37,35-44,Toshkent shahri,Olmazor,998920000000.00,zafar.zokiro67@gmail.com,3/4/2020,78,Uzoq muddatli (3+ yil),InFinBank,Filial-017,Retail,O‘rta,Davlat xizmati,Bo‘ydoq,21908496,Juda yuqori (15+ mln),706,Yaxshi (650-749),2868055,Yo‘q,0,,,,0,Yo‘q,0,3,Mikroqarz,Mastercard Gold,8,4797260,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100088,Karimov Farrux,Erkak,9/30/1991,34,25-34,Andijon,Andijon shahri,998882000000.00,farrux.karimo46@umail.uz,2/5/2022,55,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-018,Corporate,Bakalavr,Ishlab chiqarish,Beva,6840832,O‘rta (3-7 mln),749,Yaxshi (650-749),3903107,Yo‘q,0,,,,0,Yo‘q,0,2,Overdraft,Visa Gold,9,3209626,Faol,Ha,Ha,4,Raqamli,Past,Rad etilgan,Yo‘q,0,Filial,Ha
UZB100089,Axmedova Oydin,Ayol,1/28/2004,22,18-24,Namangan,Chortoq,998935000000.00,oydin.axmedo10@gmail.com,5/21/2022,51,Uzoq muddatli (3+ yil),Turonbank,Filial-060,SME,O‘rta,Transport,Uylangan/Turmushga chiqqan,1705521,Past (< 3 mln),540,O‘rta (500-649),12775938,Yo‘q,0,,,,0,Ha,723604,2,Biznes krediti,Humo,14,2946794,Faol,Ha,Ha,11,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100090,Umarov Lutfulla,Erkak,5/19/1975,51,45-54,Namangan,Namangan shahri,998942000000.00,lutfulla.umarov22@inbox.uz,1/14/2024,31,O‘rta (1-3 yil),Ipoteka-bank,Filial-058,SME,O‘rta,Davlat xizmati,Uylangan/Turmushga chiqqan,15772597,Juda yuqori (15+ mln),417,Yomon (<500),873627,Ha,20857578,Iste’mol krediti,30.1,6,22,Yo‘q,0,2,Kredit kartasi,Visa Gold,6,3963559,O‘rtacha,Ha,Yo‘q,17,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100091,Olimov Xurshid,Erkak,8/20/1981,45,45-54,Toshkent shahri,Olmazor,998335000000.00,xurshid.olimov62@yandex.ru,6/9/2019,87,Uzoq muddatli (3+ yil),Trastbank,Filial-008,SME,O‘rta,Turizm,Ajrashgan,9795081,Yuqori (7-15 mln),688,Yaxshi (650-749),2778522,Yo‘q,0,,,,0,Yo‘q,0,1,Kredit kartasi,Mastercard Standard,6,730063,O‘rtacha,Yo‘q,Ha,19,Raqamli,O‘rta,Qisman,Yo‘q,0,Mobil ilova,Ha
UZB100092,Yusupova Husnida,Ayol,1/19/2002,24,18-24,Toshkent viloyati,Nurafshon,998953000000.00,husnida.yusupo69@gmail.com,5/13/2021,64,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-054,SME,Oliy,Ta’lim,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),655,Yaxshi (650-749),12205791,Ha,39656874,Avtokredit,28.1,12,220.3,Ha,2056146,1,Ipoteка,Visa Gold,13,980188,Faol,Ha,Ha,2,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
